Portfolio;Date;Identifier;Amount
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MAS UN Equity;-0.003708471
UNDESIRED MOMENTUM;2022-06-01 00:00:00;DIS UN Equity;-0.002947663
UNDESIRED MOMENTUM;2022-06-01 00:00:00;LUV UN Equity;0.006155692
UNDESIRED MOMENTUM;2022-06-01 00:00:00;GEN UW Equity;0.00137981
UNDESIRED MOMENTUM;2022-06-01 00:00:00;EMR UN Equity;-0.011571799
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CTXS UW Equity;0.003424272
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TYL UN Equity;0.002393899
UNDESIRED MOMENTUM;2022-06-01 00:00:00;NOC UN Equity;-0.003420713
UNDESIRED MOMENTUM;2022-06-01 00:00:00;PHM UN Equity;-0.003576296
UNDESIRED MOMENTUM;2022-06-01 00:00:00;OKE UN Equity;-0.002201196
UNDESIRED MOMENTUM;2022-06-01 00:00:00;AZO UN Equity;0.007781831
UNDESIRED MOMENTUM;2022-06-01 00:00:00;HD UN Equity;-0.000809637
UNDESIRED MOMENTUM;2022-06-01 00:00:00;YUM UN Equity;-0.012332644
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CB UN Equity;0.008300619
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ADBE UW Equity;-0.003993591
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SBUX UW Equity;-0.005094534
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MTD UN Equity;-0.002039834
UNDESIRED MOMENTUM;2022-06-01 00:00:00;XRAY UW Equity;-0.006248242
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SBAC UW Equity;0.008305944
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CCL UN Equity;-0.007330782
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SPGI UN Equity;-0.007166089
UNDESIRED MOMENTUM;2022-06-01 00:00:00;GLW UN Equity;-0.000774266
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ETR UN Equity;-0.008203226
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MCK UN Equity;0.033324342
UNDESIRED MOMENTUM;2022-06-01 00:00:00;BAC UN Equity;-0.010826597
UNDESIRED MOMENTUM;2022-06-01 00:00:00;D UN Equity;-4.27912E-05
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ISRG UW Equity;-0.008098506
UNDESIRED MOMENTUM;2022-06-01 00:00:00;WAT UN Equity;-0.010223793
UNDESIRED MOMENTUM;2022-06-01 00:00:00;NTAP UW Equity;-0.001117072
UNDESIRED MOMENTUM;2022-06-01 00:00:00;AOS UN Equity;-0.00113037
UNDESIRED MOMENTUM;2022-06-01 00:00:00;KR UN Equity;0.009349599
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TPR UN Equity;-0.004164545
UNDESIRED MOMENTUM;2022-06-01 00:00:00;VLO UN Equity;-0.001189918
UNDESIRED MOMENTUM;2022-06-01 00:00:00;FAST UW Equity;0.003443406
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TROW UW Equity;-0.006108014
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CMS UN Equity;-7.59879E-05
UNDESIRED MOMENTUM;2022-06-01 00:00:00;HOLX UW Equity;0.000286021
UNDESIRED MOMENTUM;2022-06-01 00:00:00;REGN UW Equity;0.003194973
UNDESIRED MOMENTUM;2022-06-01 00:00:00;IDXX UW Equity;-0.01482105
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CLX UN Equity;0.004076657
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MKC UN Equity;-0.006075855
UNDESIRED MOMENTUM;2022-06-01 00:00:00;WEC UN Equity;-0.00397156
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MHK UN Equity;0.001518721
UNDESIRED MOMENTUM;2022-06-01 00:00:00;INTC UW Equity;-0.000984637
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SEE UN Equity;-0.004893803
UNDESIRED MOMENTUM;2022-06-01 00:00:00;C UN Equity;-0.01287041
UNDESIRED MOMENTUM;2022-06-01 00:00:00;EQR UN Equity;-0.010162675
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MGM UN Equity;-0.002547713
UNDESIRED MOMENTUM;2022-06-01 00:00:00;PNC UN Equity;0.005219187
UNDESIRED MOMENTUM;2022-06-01 00:00:00;AMZN UW Equity;0.007221138
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ALK UN Equity;0.004022433
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MDT UN Equity;-0.001398021
UNDESIRED MOMENTUM;2022-06-01 00:00:00;KLAC UW Equity;0.006066337
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ROP UN Equity;0.00696722
UNDESIRED MOMENTUM;2022-06-01 00:00:00;PWR UN Equity;0.003664751
UNDESIRED MOMENTUM;2022-06-01 00:00:00;EMN UN Equity;0.002338822
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SNPS UW Equity;0.009817508
UNDESIRED MOMENTUM;2022-06-01 00:00:00;LUMN UN Equity;-0.007081825
UNDESIRED MOMENTUM;2022-06-01 00:00:00;KIM UN Equity;0.005753638
UNDESIRED MOMENTUM;2022-06-01 00:00:00;AJG UN Equity;-0.001225528
UNDESIRED MOMENTUM;2022-06-01 00:00:00;IP UN Equity;-0.009728202
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ORLY UW Equity;0.008718101
UNDESIRED MOMENTUM;2022-06-01 00:00:00;VRSN UW Equity;-0.007475965
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TECH UW Equity;0.005807299
UNDESIRED MOMENTUM;2022-06-01 00:00:00;GL UN Equity;-0.002114815
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SCHW UN Equity;0.002320235
UNDESIRED MOMENTUM;2022-06-01 00:00:00;XOM UN Equity;-0.002594353
UNDESIRED MOMENTUM;2022-06-01 00:00:00;WELL UN Equity;0.009612416
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TRV UN Equity;-0.000943737
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CMA UN Equity;-0.004144853
UNDESIRED MOMENTUM;2022-06-01 00:00:00;WAB UN Equity;0.001582761
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TTWO UW Equity;-0.002089579
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ACN UN Equity;0.003620315
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CTSH UW Equity;0.006211211
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TXT UN Equity;-0.00080789
UNDESIRED MOMENTUM;2022-06-01 00:00:00;BK UN Equity;0.001090933
UNDESIRED MOMENTUM;2022-06-01 00:00:00;VRTX UW Equity;0.000707015
UNDESIRED MOMENTUM;2022-06-01 00:00:00;PVH UN Equity;0.000539725
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MSI UN Equity;-0.000132796
UNDESIRED MOMENTUM;2022-06-01 00:00:00;AEE UN Equity;-0.002446488
UNDESIRED MOMENTUM;2022-06-01 00:00:00;PFE UN Equity;-0.001687052
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ECL UN Equity;-0.000520216
UNDESIRED MOMENTUM;2022-06-01 00:00:00;IEX UN Equity;-0.004248265
UNDESIRED MOMENTUM;2022-06-01 00:00:00;BSX UN Equity;-0.001723616
UNDESIRED MOMENTUM;2022-06-01 00:00:00;HAL UN Equity;0.01250801
UNDESIRED MOMENTUM;2022-06-01 00:00:00;VNO UN Equity;-0.001129047
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TSN UN Equity;0.002881955
UNDESIRED MOMENTUM;2022-06-01 00:00:00;MCO UN Equity;-0.006429409
UNDESIRED MOMENTUM;2022-06-01 00:00:00;COF UN Equity;-0.004296874
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ODFL UW Equity;-0.010245925
UNDESIRED MOMENTUM;2022-06-01 00:00:00;EVRG UN Equity;0.001145989
UNDESIRED MOMENTUM;2022-06-01 00:00:00;SPG UN Equity;0.000926819
UNDESIRED MOMENTUM;2022-06-01 00:00:00;BA UN Equity;-0.003714922
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CRL UN Equity;-0.008536752
UNDESIRED MOMENTUM;2022-06-01 00:00:00;NKE UN Equity;-0.001977336
UNDESIRED MOMENTUM;2022-06-01 00:00:00;CL UN Equity;-0.003410493
UNDESIRED MOMENTUM;2022-06-01 00:00:00;STZ UN Equity;0.005648926
UNDESIRED MOMENTUM;2022-06-01 00:00:00;DHI UN Equity;0.003443485
UNDESIRED MOMENTUM;2022-06-01 00:00:00;TT UN Equity;-0.000855642
UNDESIRED MOMENTUM;2022-06-01 00:00:00;ATVI UW Equity;0.000919224
UNDESIRED MOMENTUM;2022-06-01 00:00:00;URI UN Equity;0.000253573
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SHW UN Equity;0.002872788
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BF/B UN Equity;-0.013301174
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AAP UN Equity;0.004624424
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WRB UN Equity;-0.005224414
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PLD UN Equity;0.00659228
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SLB UN Equity;-0.00397507
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NKE UN Equity;-0.002223439
UNDESIRED MOMENTUM;2022-07-01 00:00:00;INTC UW Equity;-0.000955685
UNDESIRED MOMENTUM;2022-07-01 00:00:00;VLO UN Equity;-0.001240189
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CTRA UN Equity;0.000204561
UNDESIRED MOMENTUM;2022-07-01 00:00:00;VMC UN Equity;-0.001499262
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ITW UN Equity;-0.021513306
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IEX UN Equity;-0.004882592
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PNC UN Equity;0.005489458
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AON UN Equity;-0.003210716
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DD UN Equity;-0.001327341
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AEE UN Equity;-0.002521215
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MAS UN Equity;-0.004058797
UNDESIRED MOMENTUM;2022-07-01 00:00:00;VZ UN Equity;-0.008530276
UNDESIRED MOMENTUM;2022-07-01 00:00:00;COO UN Equity;-0.005498189
UNDESIRED MOMENTUM;2022-07-01 00:00:00;LUV UN Equity;0.006496539
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NEM UN Equity;0.001450948
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NI UN Equity;0.008120541
UNDESIRED MOMENTUM;2022-07-01 00:00:00;UHS UN Equity;-0.002548567
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EVRG UN Equity;0.001198854
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WMT UN Equity;0.00818706
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SNA UN Equity;0.002123908
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EIX UN Equity;0.000764355
UNDESIRED MOMENTUM;2022-07-01 00:00:00;A UN Equity;0.008192371
UNDESIRED MOMENTUM;2022-07-01 00:00:00;LIN UN Equity;0.000878988
UNDESIRED MOMENTUM;2022-07-01 00:00:00;OKE UN Equity;-0.00236936
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MGM UN Equity;-0.002880368
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CHD UN Equity;0.003107823
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IT UN Equity;0.005237681
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ADSK UW Equity;-0.006615553
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PCAR UW Equity;-0.004077379
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WST UN Equity;-0.005560317
UNDESIRED MOMENTUM;2022-07-01 00:00:00;XOM UN Equity;-0.002936368
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PFE UN Equity;-0.001625272
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TSN UN Equity;0.002947256
UNDESIRED MOMENTUM;2022-07-01 00:00:00;GPN UN Equity;-0.006383803
UNDESIRED MOMENTUM;2022-07-01 00:00:00;RTX UN Equity;0.001556156
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BIIB UW Equity;-0.002207969
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NDSN UW Equity;0.013363455
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BDX UN Equity;0.003029774
UNDESIRED MOMENTUM;2022-07-01 00:00:00;FITB UW Equity;0.002664654
UNDESIRED MOMENTUM;2022-07-01 00:00:00;GD UN Equity;0.003093171
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SWK UN Equity;-0.001165087
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WELL UN Equity;0.010078154
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CVX UN Equity;0.001451103
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WEC UN Equity;-0.004096658
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AFL UN Equity;0.002273887
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ALB UN Equity;0.003613932
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ACN UN Equity;0.003993365
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PWR UN Equity;0.004056254
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BRK/B UN Equity;0.004033532
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TAP UN Equity;-0.005569496
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PXD UN Equity;0.000735405
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EOG UN Equity;-0.008006098
UNDESIRED MOMENTUM;2022-07-01 00:00:00;QCOM UW Equity;0.00488272
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PGR UN Equity;0.002368405
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ISRG UW Equity;-0.009287196
UNDESIRED MOMENTUM;2022-07-01 00:00:00;HES UN Equity;-0.014894819
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IPG UN Equity;0.013787696
UNDESIRED MOMENTUM;2022-07-01 00:00:00;OMC UN Equity;0.006935922
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IP UN Equity;-0.009946814
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BK UN Equity;0.001136705
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SYK UN Equity;0.006843349
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NTAP UW Equity;-0.001221348
UNDESIRED MOMENTUM;2022-07-01 00:00:00;VTR UN Equity;0.007750103
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CTSH UW Equity;0.006254466
UNDESIRED MOMENTUM;2022-07-01 00:00:00;HIG UN Equity;0.005871498
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SRE UN Equity;-0.006681097
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PPL UN Equity;-0.001982688
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ANSS UW Equity;-0.000205201
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TJX UN Equity;-0.000181806
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AES UN Equity;-0.005764638
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DUK UN Equity;-9.83643E-05
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EFX UN Equity;-0.009123246
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ROK UN Equity;-0.003403171
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MSI UN Equity;-0.000151163
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MRO UN Equity;0.015557412
UNDESIRED MOMENTUM;2022-07-01 00:00:00;LNC UN Equity;-0.009592716
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AXP UN Equity;0.003290874
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ZBRA UW Equity;-0.000950176
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SJM UN Equity;-0.001661178
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ROST UW Equity;-0.006714129
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DLTR UW Equity;0.005218539
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TDY UN Equity;-0.000100114
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MKC UN Equity;-0.006375086
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MCK UN Equity;0.034894482
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ESS UN Equity;-0.004517541
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NOC UN Equity;-0.003423072
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ETR UN Equity;-0.008384565
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SNPS UW Equity;0.011879928
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WHR UN Equity;-0.001390604
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CTXS UW Equity;0.00357369
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CL UN Equity;-0.003350913
UNDESIRED MOMENTUM;2022-07-01 00:00:00;RSG UN Equity;-0.001835119
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CMCSA UW Equity;-0.002625134
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PENN UW Equity;0.000114561
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CMI UN Equity;-0.00572949
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CMS UN Equity;-7.73726E-05
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CCL UN Equity;-0.007678253
UNDESIRED MOMENTUM;2022-07-01 00:00:00;UNH UN Equity;0.001653264
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MCD UN Equity;0.013501564
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PG UN Equity;-0.000910647
UNDESIRED MOMENTUM;2022-07-01 00:00:00;KO UN Equity;0.00417531
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NUE UN Equity;0.004992766
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EMR UN Equity;-0.013103746
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CNP UN Equity;0.012867669
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PNR UN Equity;-0.005491242
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NVDA UW Equity;-0.000351384
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BEN UN Equity;0.007354494
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ADM UN Equity;-0.001055326
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CMA UN Equity;-0.004392821
UNDESIRED MOMENTUM;2022-07-01 00:00:00;HOLX UW Equity;0.000294606
UNDESIRED MOMENTUM;2022-07-01 00:00:00;APH UN Equity;0.002152045
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AMAT UW Equity;0.005357451
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IFF UN Equity;0.00166363
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DOV UN Equity;-0.003514588
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MRK UN Equity;-0.009329827
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NSC UN Equity;-0.0092678
UNDESIRED MOMENTUM;2022-07-01 00:00:00;FRT UN Equity;-0.006076077
UNDESIRED MOMENTUM;2022-07-01 00:00:00;NEE UN Equity;0.009218757
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EQR UN Equity;-0.011030907
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ECL UN Equity;-0.00055882
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ORLY UW Equity;0.009709333
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MTB UN Equity;0.000651655
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IVZ UN Equity;-0.00381337
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TYL UN Equity;0.002872852
UNDESIRED MOMENTUM;2022-07-01 00:00:00;JCI UN Equity;0.009162141
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EL UN Equity;0.006130858
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SPG UN Equity;0.001060784
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AAPL UW Equity;0.011184268
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ZBH UN Equity;-0.014700625
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CI UN Equity;0.001195095
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CTAS UW Equity;0.003006769
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PPG UN Equity;-0.003265728
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AJG UN Equity;-0.00134542
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TRMB UW Equity;-0.009206542
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CCI UN Equity;-0.009719006
UNDESIRED MOMENTUM;2022-07-01 00:00:00;URI UN Equity;0.000336834
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PHM UN Equity;-0.003936362
UNDESIRED MOMENTUM;2022-07-01 00:00:00;RHI UN Equity;0.002172968
UNDESIRED MOMENTUM;2022-07-01 00:00:00;HD UN Equity;-0.000888366
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CLX UN Equity;0.004101525
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CAT UN Equity;0.001275442
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PNW UN Equity;-0.004696381
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WAT UN Equity;-0.011244689
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CINF UW Equity;-0.008949234
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BXP UN Equity;0.00282132
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BBWI UN Equity;-0.000336255
UNDESIRED MOMENTUM;2022-07-01 00:00:00;VRTX UW Equity;0.000703552
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SYY UN Equity;-0.010777522
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TT UN Equity;-0.000968436
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PEG UN Equity;0.002920384
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SO UN Equity;-0.004444086
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MNST UW Equity;0.000245832
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MMC UN Equity;0.004236259
UNDESIRED MOMENTUM;2022-07-01 00:00:00;VNO UN Equity;-0.001200131
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PKG UN Equity;-0.016757476
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ATO UN Equity;-0.00432221
UNDESIRED MOMENTUM;2022-07-01 00:00:00;STT UN Equity;-0.003358433
UNDESIRED MOMENTUM;2022-07-01 00:00:00;BSX UN Equity;-0.001898428
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ARE UN Equity;-0.010174194
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CPT UN Equity;8.24084E-06
UNDESIRED MOMENTUM;2022-07-01 00:00:00;RMD UN Equity;0.011647436
UNDESIRED MOMENTUM;2022-07-01 00:00:00;FI UW Equity;0.001356814
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MTD UN Equity;-0.002396672
UNDESIRED MOMENTUM;2022-07-01 00:00:00;UDR UN Equity;-0.00493973
UNDESIRED MOMENTUM;2022-07-01 00:00:00;RVTY UN Equity;0.003820638
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ROP UN Equity;0.007709048
UNDESIRED MOMENTUM;2022-07-01 00:00:00;SCHW UN Equity;0.002535807
UNDESIRED MOMENTUM;2022-07-01 00:00:00;WAB UN Equity;0.001802396
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TROW UW Equity;-0.006638117
UNDESIRED MOMENTUM;2022-07-01 00:00:00;LLY UN Equity;0.006195991
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DVA UN Equity;0.001178037
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DHR UN Equity;-0.000332609
UNDESIRED MOMENTUM;2022-07-01 00:00:00;FFIV UW Equity;0.005480503
UNDESIRED MOMENTUM;2022-07-01 00:00:00;GS UN Equity;-0.001556957
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PRU UN Equity;0.000273458
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ELV UN Equity;0.011779955
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IBM UN Equity;-0.001285582
UNDESIRED MOMENTUM;2022-07-01 00:00:00;GWW UN Equity;-0.005304535
UNDESIRED MOMENTUM;2022-07-01 00:00:00;IRM UN Equity;0.011121091
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MCO UN Equity;-0.007334353
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ABT UN Equity;0.00589253
UNDESIRED MOMENTUM;2022-07-01 00:00:00;HRL UN Equity;0.001049773
UNDESIRED MOMENTUM;2022-07-01 00:00:00;HPQ UN Equity;0.00125695
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PSA UN Equity;0.002477185
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ATVI UW Equity;0.000943899
UNDESIRED MOMENTUM;2022-07-01 00:00:00;JPM UN Equity;0.00213021
UNDESIRED MOMENTUM;2022-07-01 00:00:00;JKHY UW Equity;0.004819987
UNDESIRED MOMENTUM;2022-07-01 00:00:00;LOW UN Equity;0.009555523
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AMGN UW Equity;-0.00887917
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DGX UN Equity;-0.00618945
UNDESIRED MOMENTUM;2022-07-01 00:00:00;GPC UN Equity;-0.002519032
UNDESIRED MOMENTUM;2022-07-01 00:00:00;PH UN Equity;0.006195011
UNDESIRED MOMENTUM;2022-07-01 00:00:00;UNP UN Equity;-0.00598655
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AKAM UW Equity;0.004268753
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ED UN Equity;0.002494519
UNDESIRED MOMENTUM;2022-07-01 00:00:00;FE UN Equity;0.006278618
UNDESIRED MOMENTUM;2022-07-01 00:00:00;O UN Equity;-0.009305499
UNDESIRED MOMENTUM;2022-07-01 00:00:00;MDT UN Equity;-0.001441169
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ES UN Equity;-0.003743693
UNDESIRED MOMENTUM;2022-07-01 00:00:00;T UN Equity;0.000321869
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TRV UN Equity;-0.000885538
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ABMD UW Equity;0.005148759
UNDESIRED MOMENTUM;2022-07-01 00:00:00;ALK UN Equity;0.004452297
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AMT UN Equity;-0.004997172
UNDESIRED MOMENTUM;2022-07-01 00:00:00;RJF UN Equity;0.011712349
UNDESIRED MOMENTUM;2022-07-01 00:00:00;TFC UN Equity;-0.008974762
UNDESIRED MOMENTUM;2022-07-01 00:00:00;AVY UN Equity;-0.00497628
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DRE UN Equity;0.008116706
UNDESIRED MOMENTUM;2022-07-01 00:00:00;CPRT UW Equity;0.016254033
UNDESIRED MOMENTUM;2022-07-01 00:00:00;EXPD UW Equity;-0.005611423
UNDESIRED MOMENTUM;2022-07-01 00:00:00;D UN Equity;-4.39547E-05
UNDESIRED MOMENTUM;2022-07-01 00:00:00;DIS UN Equity;-0.003312998
